Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Notes
4.0,53,No,6.0,9,34.0,review
8.0,76,No,8.0,8,70.0,review
5.0,95,No,9.0,1,81.0,review
2.0,80,Yes,5.0,0,56.0,excellent
,43,No,9.0,6,30.0,excellent
5.0,75,Yes,6.0,7,60.0,excellent
2.0,87,No,9.0,2,64.0,review
3.0,95,Yes,5.0,1,74.0,review
9.0,56,Yes,7.0,3,52.0,excellent
7.0,86,Yes,9.0,1,84.0,excellent
7.0,75,No,8.0,1,66.0,review
6.0,45,No,7.0,4,32.0,review
8.0,55,Yes,5.0,9,47.0,review
4.0,68,No,4.0,4,51.0,review
8.0,75,No,9.0,7,67.0,excellent
4.0,77,No,,8,57.0,excellent
8.0,76,Yes,9.0,1,71.0,review
9.0,87,Yes,8.0,0,86.0,review
3.0,96,No,9.0,2,77.0,excellent
3.0,87,Yes,7.0,5,72.0,excellent
2.0,49,No,,4,24.0,excellent
3.0,80,No,7.0,7,60.0,review
3.0,75,Yes,5.0,7,55.0,excellent
5.0,68,Yes,7.0,1,54.0,review
5.0,53,No,8.0,8,39.0,review
2.0,43,No,7.0,3,19.0,review
,83,No,7.0,0,68.0,excellent
5.0,95,Yes,8.0,1,83.0,review
6.0,81,Yes,,5,72.0,excellent
1.0,75,No,8.0,4,49.0,review
5.0,89,No,5.0,6,74.0,review
9.0,84,Yes,8.0,8,86.0,review
2.0,52,No,5.0,5,26.0,review
1.0,85,Yes,5.0,5,60.0,review
9.0,57,Yes,8.0,1,54.0,review
9.0,72,No,7.0,6,73.0,review
9.0,60,No,9.0,1,61.0,review
6.0,55,Yes,6.0,6,45.0,excellent
8.0,54,No,9.0,7,57.0,review
1.0,93,Yes,8.0,0,68.0,excellent
4.0,96,Yes,7.0,8,72.0,excellent
1.0,44,Yes,5.0,7,17.0,review
8.0,45,No,4.0,8,37.0,excellent
1.0,77,No,6.0,4,54.0,excellent
3.0,42,No,9.0,3,22.0,review
4.0,87,Yes,7.0,0,73.0,excellent
8.0,51,Yes,6.0,8,47.0,excellent
6.0,75,Yes,4.0,3,63.0,excellent
7.0,72,Yes,4.0,3,63.0,excellent
8.0,75,No,4.0,3,68.0,review
2.0,72,No,9.0,1,52.0,review
8.0,70,No,8.0,3,64.0,excellent
3.0,60,Yes,6.0,1,38.0,excellent
7.0,66,Yes,8.0,7,60.0,excellent
3.0,66,No,4.0,6,45.0,excellent
,47,Yes,7.0,9,39.0,review
2.0,95,No,4.0,1,75.0,review
6.0,76,Yes,8.0,1,67.0,excellent
,71,Yes,4.0,1,48.0,excellent
3.0,65,Yes,4.0,0,44.0,excellent
9.0,41,Yes,8.0,5,37.0,excellent
7.0,51,Yes,8.0,5,41.0,review
5.0,61,No,7.0,0,47.0,excellent
7.0,56,No,8.0,0,45.0,excellent
9.0,46,No,7.0,5,43.0,excellent
1.0,82,Yes,5.0,5,54.0,review
7.0,43,No,5.0,3,32.0,review
6.0,76,No,8.0,2,64.0,excellent
9.0,77,Yes,4.0,8,74.0,review
1.0,71,Yes,,5,50.0,excellent
4.0,50,No,4.0,0,33.0,review
9.0,40,No,8.0,2,36.0,review
4.0,64,No,,0,45.0,excellent
3.0,81,No,4.0,2,58.0,review
9.0,91,No,5.0,1,85.0,excellent
2.0,63,Yes,9.0,4,41.0,review
,92,No,8.0,2,78.0,excellent
6.0,82,No,4.0,6,63.0,review
2.0,95,No,9.0,7,76.0,review
8.0,56,No,4.0,6,51.0,excellent
8.0,47,No,7.0,1,36.0,excellent
1.0,98,No,7.0,9,74.0,review
3.0,84,Yes,7.0,9,65.0,excellent
9.0,66,Yes,9.0,6,65.0,excellent
5.0,91,Yes,6.0,9,79.0,excellent
6.0,57,No,9.0,2,46.0,excellent
4.0,66,No,8.0,6,47.0,review
2.0,61,Yes,8.0,0,42.0,review
8.0,55,No,5.0,1,46.0,review
6.0,41,No,5.0,9,34.0,excellent
5.0,44,No,8.0,0,27.0,review
9.0,57,Yes,4.0,8,52.0,review
1.0,42,Yes,8.0,1,17.0,review
5.0,66,Yes,6.0,1,53.0,review
6.0,93,No,5.0,5,84.0,excellent
5.0,56,Yes,5.0,6,39.0,excellent
6.0,55,Yes,9.0,1,44.0,excellent
6.0,45,Yes,5.0,3,36.0,excellent
7.0,90,No,8.0,2,81.0,excellent
4.0,46,Yes,5.0,4,30.0,excellent
8.0,89,Yes,5.0,8,80.0,review
7.0,53,No,9.0,1,41.0,review
9.0,77,Yes,8.0,4,77.0,review
7.0,79,No,,7,69.0,review
3.0,54,No,5.0,5,34.0,excellent
3.0,86,Yes,5.0,3,64.0,excellent
8.0,86,Yes,5.0,9,78.0,review
5.0,87,Yes,6.0,7,74.0,excellent
4.0,72,No,8.0,2,52.0,excellent
8.0,82,Yes,5.0,3,76.0,review
6.0,66,Yes,6.0,8,53.0,excellent
2.0,68,Yes,4.0,4,46.0,excellent
4.0,96,No,4.0,5,77.0,excellent
4.0,76,No,9.0,1,59.0,excellent
6.0,44,No,,8,35.0,review
6.0,68,Yes,9.0,7,61.0,review
1.0,71,Yes,6.0,6,46.0,review
8.0,99,No,4.0,8,97.0,excellent
,92,Yes,9.0,4,86.0,review
3.0,45,Yes,7.0,4,24.0,review
9.0,41,No,9.0,8,37.0,excellent
2.0,45,No,4.0,4,18.0,excellent
8.0,85,No,7.0,8,84.0,excellent
3.0,82,Yes,6.0,0,59.0,review
5.0,43,Yes,7.0,9,29.0,review
6.0,95,Yes,4.0,9,84.0,review
6.0,68,No,5.0,7,60.0,excellent
4.0,98,No,7.0,2,78.0,review
3.0,64,Yes,4.0,7,46.0,excellent
4.0,48,No,,4,31.0,excellent
1.0,95,No,5.0,1,68.0,review
4.0,42,Yes,6.0,8,25.0,review
1.0,65,No,6.0,3,37.0,excellent
1.0,87,Yes,8.0,6,62.0,excellent
6.0,82,No,6.0,7,69.0,excellent
5.0,66,Yes,8.0,6,50.0,review
4.0,75,No,6.0,5,55.0,review
3.0,71,Yes,6.0,6,54.0,excellent
1.0,40,No,6.0,3,12.0,excellent
6.0,96,No,8.0,9,88.0,review
2.0,92,No,9.0,0,69.0,excellent
8.0,93,No,,4,88.0,excellent
5.0,55,No,7.0,7,41.0,review
7.0,90,Yes,4.0,9,83.0,excellent
2.0,87,Yes,4.0,5,62.0,review
8.0,50,Yes,9.0,4,45.0,excellent
2.0,65,No,4.0,1,42.0,excellent
4.0,79,Yes,6.0,9,65.0,review
,94,No,9.0,4,73.0,excellent
5.0,40,No,4.0,9,23.0,excellent
9.0,65,Yes,8.0,2,61.0,excellent
1.0,67,Yes,7.0,1,41.0,review
9.0,92,No,5.0,2,85.0,excellent
8.0,97,No,7.0,3,93.0,excellent
6.0,48,Yes,4.0,1,35.0,excellent
7.0,99,Yes,9.0,3,92.0,excellent
3.0,98,No,4.0,3,79.0,review
1.0,83,No,8.0,5,57.0,review
5.0,61,Yes,7.0,4,49.0,excellent
2.0,47,No,8.0,6,28.0,review
5.0,97,No,8.0,6,85.0,excellent
8.0,88,Yes,5.0,2,82.0,excellent
9.0,81,Yes,8.0,8,80.0,review
2.0,66,No,8.0,6,41.0,excellent
3.0,78,No,5.0,6,57.0,review
3.0,58,Yes,6.0,1,41.0,excellent
1.0,64,No,6.0,9,43.0,review
8.0,77,Yes,9.0,2,73.0,review
6.0,60,No,5.0,2,46.0,review
8.0,63,Yes,9.0,5,61.0,excellent
9.0,63,No,9.0,3,61.0,review
5.0,99,No,8.0,3,87.0,review
,99,No,9.0,0,78.0,review
5.0,58,Yes,4.0,5,43.0,review
5.0,89,Yes,7.0,7,75.0,excellent
,86,Yes,4.0,7,72.0,review
3.0,41,No,4.0,7,18.0,excellent
4.0,53,No,8.0,4,36.0,excellent
9.0,92,Yes,7.0,9,92.0,excellent
9.0,71,Yes,9.0,5,71.0,review
2.0,81,No,,4,58.0,excellent
8.0,71,No,9.0,3,69.0,review
8.0,67,No,6.0,3,58.0,excellent
7.0,87,No,5.0,3,74.0,excellent
8.0,78,Yes,8.0,3,72.0,excellent
3.0,79,Yes,9.0,5,61.0,excellent
6.0,81,No,9.0,5,74.0,excellent
1.0,86,No,7.0,4,60.0,excellent
7.0,79,No,8.0,8,70.0,review
1.0,52,Yes,9.0,7,27.0,review
9.0,51,Yes,6.0,9,49.0,review
1.0,47,No,4.0,5,17.0,review
1.0,54,No,9.0,8,34.0,excellent
7.0,65,No,7.0,4,51.0,excellent
,51,No,6.0,9,27.0,review
5.0,82,No,8.0,3,67.0,excellent
8.0,90,No,9.0,5,84.0,review
8.0,85,Yes,6.0,3,81.0,excellent
3.0,66,Yes,6.0,7,45.0,excellent
7.0,57,Yes,6.0,6,50.0,excellent
,84,No,6.0,4,67.0,excellent
6.0,75,No,6.0,9,67.0,review
6.0,88,No,6.0,5,77.0,excellent
3.0,90,Yes,5.0,6,70.0,review
,66,No,8.0,1,59.0,review
3.0,48,Yes,4.0,8,27.0,excellent
8.0,94,No,8.0,6,88.0,review
4.0,78,No,7.0,7,60.0,excellent
1.0,40,No,7.0,4,14.0,excellent
4.0,46,Yes,8.0,2,27.0,review
,65,Yes,6.0,1,54.0,excellent
4.0,46,Yes,5.0,1,32.0,review
6.0,91,No,4.0,2,79.0,excellent
,46,Yes,9.0,0,44.0,excellent
1.0,47,No,9.0,0,20.0,review
5.0,55,No,6.0,6,42.0,review
7.0,42,Yes,8.0,9,33.0,review
1.0,84,Yes,9.0,7,58.0,excellent
4.0,49,No,8.0,5,31.0,review
6.0,89,No,5.0,6,75.0,review
2.0,46,No,,0,22.0,excellent
5.0,60,No,8.0,0,46.0,excellent
1.0,92,Yes,6.0,8,68.0,excellent
6.0,76,Yes,6.0,4,66.0,excellent
6.0,70,Yes,6.0,6,60.0,excellent
4.0,62,No,9.0,5,44.0,excellent
8.0,96,No,4.0,3,90.0,review
4.0,66,No,4.0,0,47.0,excellent
,95,Yes,6.0,3,88.0,review
8.0,61,No,8.0,9,56.0,review
5.0,78,No,5.0,9,66.0,excellent
4.0,96,Yes,7.0,7,78.0,review
,66,Yes,5.0,0,43.0,excellent
3.0,93,No,5.0,1,72.0,review
3.0,88,Yes,7.0,7,69.0,review
4.0,43,No,6.0,1,24.0,excellent
,63,Yes,5.0,9,47.0,excellent
5.0,62,No,7.0,8,45.0,excellent
4.0,87,Yes,9.0,2,72.0,excellent
8.0,58,Yes,8.0,2,51.0,review
6.0,81,Yes,8.0,5,73.0,excellent
6.0,42,Yes,8.0,2,28.0,review
,66,No,6.0,8,56.0,excellent
7.0,42,No,5.0,7,29.0,review
8.0,67,Yes,5.0,3,60.0,excellent
2.0,56,No,4.0,5,28.0,excellent
9.0,70,Yes,8.0,7,66.0,review
1.0,49,Yes,6.0,3,21.0,excellent
8.0,88,No,7.0,4,84.0,review
4.0,61,No,6.0,6,42.0,review
4.0,69,No,5.0,7,51.0,excellent
5.0,88,No,8.0,6,74.0,review
,60,No,4.0,7,50.0,review
,75,No,9.0,3,62.0,excellent
8.0,92,No,6.0,0,90.0,excellent
,62,Yes,4.0,5,32.0,review
9.0,77,No,5.0,4,71.0,excellent
6.0,51,Yes,7.0,3,37.0,excellent
3.0,64,No,6.0,1,42.0,excellent
8.0,93,No,9.0,0,85.0,excellent
9.0,96,Yes,5.0,8,96.0,excellent
6.0,59,Yes,8.0,1,51.0,excellent
7.0,88,Yes,6.0,8,82.0,review
1.0,88,Yes,4.0,5,64.0,review
5.0,81,No,,5,67.0,excellent
5.0,46,No,5.0,1,32.0,excellent
4.0,68,Yes,5.0,5,50.0,excellent
6.0,87,Yes,4.0,2,73.0,review
7.0,68,No,9.0,6,62.0,review
9.0,52,No,5.0,9,48.0,excellent
1.0,42,Yes,6.0,3,20.0,excellent
6.0,41,No,9.0,8,33.0,excellent
7.0,55,No,4.0,4,43.0,excellent
3.0,69,Yes,5.0,9,49.0,review
8.0,77,Yes,5.0,2,70.0,excellent
5.0,45,Yes,6.0,0,28.0,excellent
9.0,84,Yes,5.0,0,82.0,review
5.0,46,No,,3,29.0,review
9.0,44,Yes,8.0,9,42.0,excellent
,95,No,9.0,9,79.0,excellent
9.0,46,No,6.0,3,41.0,review
5.0,73,No,7.0,8,61.0,review
9.0,71,No,5.0,7,69.0,review
3.0,88,Yes,8.0,3,68.0,review
4.0,52,No,9.0,5,38.0,excellent
9.0,69,Yes,4.0,6,67.0,excellent
6.0,64,No,7.0,9,54.0,excellent
2.0,60,Yes,4.0,7,39.0,excellent
7.0,99,No,7.0,3,93.0,review
2.0,98,No,8.0,0,76.0,review
,60,Yes,9.0,4,39.0,review
1.0,67,Yes,8.0,0,38.0,review
3.0,87,Yes,,3,69.0,review
6.0,97,Yes,,6,88.0,excellent
8.0,59,No,6.0,6,54.0,excellent
9.0,73,No,9.0,0,68.0,excellent
7.0,44,No,4.0,8,33.0,excellent
4.0,57,No,6.0,1,40.0,excellent
6.0,99,No,6.0,4,87.0,excellent
,78,Yes,5.0,5,64.0,review
8.0,82,Yes,4.0,0,70.0,excellent
1.0,96,No,7.0,1,70.0,review
1.0,96,Yes,5.0,6,72.0,review
6.0,50,No,5.0,5,38.0,review
2.0,93,No,8.0,5,71.0,excellent
5.0,56,Yes,7.0,5,40.0,excellent
1.0,87,No,6.0,6,58.0,excellent
7.0,84,Yes,9.0,9,77.0,excellent
1.0,61,No,6.0,8,38.0,excellent
4.0,76,Yes,6.0,8,60.0,excellent
9.0,59,No,8.0,1,57.0,excellent
,87,No,6.0,1,63.0,excellent
4.0,99,Yes,4.0,4,82.0,review
6.0,93,No,6.0,9,84.0,review
,93,No,6.0,6,84.0,excellent
8.0,87,Yes,4.0,2,77.0,review
1.0,87,Yes,8.0,2,61.0,excellent
7.0,85,Yes,5.0,3,73.0,excellent
1.0,45,No,7.0,2,15.0,excellent
7.0,73,Yes,8.0,2,64.0,review
3.0,53,Yes,6.0,7,33.0,excellent
8.0,87,Yes,5.0,6,78.0,review
3.0,62,No,7.0,6,43.0,excellent
1.0,59,Yes,7.0,9,34.0,excellent
8.0,52,No,7.0,1,48.0,excellent
3.0,86,No,4.0,8,66.0,excellent
2.0,83,Yes,4.0,5,60.0,review
1.0,80,No,5.0,2,53.0,excellent
,71,No,6.0,8,51.0,review
2.0,65,No,5.0,8,43.0,review
2.0,89,No,6.0,5,68.0,review
,92,No,8.0,9,80.0,excellent
1.0,53,Yes,7.0,5,26.0,review
2.0,91,Yes,7.0,7,70.0,review
6.0,96,Yes,4.0,7,85.0,excellent
3.0,75,No,8.0,5,57.0,excellent
4.0,47,Yes,9.0,6,30.0,review
,79,No,8.0,3,56.0,excellent
8.0,61,No,6.0,0,53.0,excellent
7.0,61,No,8.0,3,52.0,review
7.0,55,No,,7,47.0,excellent
3.0,66,Yes,,7,48.0,excellent
3.0,95,No,5.0,1,78.0,excellent
2.0,99,Yes,6.0,6,79.0,review
1.0,99,Yes,5.0,0,75.0,excellent
7.0,49,No,9.0,1,40.0,review
7.0,64,Yes,6.0,7,59.0,excellent
2.0,70,Yes,7.0,9,49.0,review
7.0,60,Yes,9.0,3,48.0,review
,66,No,5.0,2,60.0,review
1.0,56,No,4.0,1,29.0,excellent
9.0,72,No,9.0,5,68.0,review
7.0,70,Yes,9.0,3,63.0,review
3.0,89,Yes,9.0,2,71.0,review
8.0,81,No,5.0,2,76.0,excellent
7.0,65,No,5.0,9,57.0,review
8.0,60,Yes,6.0,2,54.0,excellent
6.0,75,No,7.0,7,61.0,review
9.0,40,No,9.0,8,34.0,review
5.0,43,Yes,6.0,8,32.0,excellent
3.0,43,Yes,6.0,4,23.0,excellent
3.0,65,No,7.0,0,44.0,review
1.0,43,No,6.0,9,18.0,review
8.0,88,No,7.0,4,82.0,review
2.0,48,No,4.0,0,18.0,excellent
3.0,69,Yes,7.0,8,52.0,review
8.0,90,No,8.0,9,88.0,excellent
,84,No,7.0,7,78.0,review
4.0,43,Yes,7.0,6,26.0,review
4.0,44,Yes,8.0,1,26.0,review
5.0,84,Yes,7.0,1,74.0,excellent
6.0,62,Yes,5.0,3,52.0,excellent
5.0,55,Yes,6.0,8,40.0,review
,61,Yes,6.0,8,54.0,excellent
2.0,76,Yes,4.0,7,51.0,review
7.0,47,No,,4,35.0,excellent
7.0,87,No,8.0,6,79.0,excellent
1.0,72,Yes,5.0,8,45.0,review
7.0,94,No,4.0,2,81.0,excellent
5.0,99,No,6.0,3,87.0,excellent
3.0,77,Yes,4.0,1,56.0,review
3.0,82,Yes,4.0,8,65.0,excellent
4.0,55,Yes,7.0,6,38.0,review
2.0,44,Yes,,5,17.0,excellent
,55,Yes,8.0,4,35.0,review
1.0,46,No,,6,20.0,excellent
5.0,90,No,8.0,2,75.0,review
4.0,40,Yes,8.0,4,26.0,review
,48,Yes,9.0,1,23.0,review
3.0,57,No,5.0,4,38.0,review
7.0,84,No,9.0,6,78.0,excellent
7.0,97,No,9.0,9,91.0,review
,86,Yes,7.0,6,67.0,excellent
5.0,42,Yes,8.0,8,31.0,review
5.0,63,No,5.0,2,49.0,excellent
6.0,67,Yes,6.0,7,57.0,excellent
9.0,49,No,6.0,4,45.0,excellent
2.0,48,Yes,5.0,6,22.0,excellent
5.0,52,Yes,8.0,0,35.0,excellent
3.0,87,No,8.0,0,65.0,excellent
4.0,74,No,,3,53.0,review
,93,Yes,7.0,4,79.0,excellent
8.0,62,No,9.0,9,57.0,excellent
,86,Yes,6.0,2,58.0,review
8.0,56,No,,5,50.0,excellent
7.0,85,No,5.0,2,75.0,review
1.0,46,Yes,6.0,4,17.0,excellent
2.0,91,Yes,8.0,0,70.0,review
3.0,55,Yes,6.0,2,36.0,excellent
1.0,92,No,4.0,6,61.0,excellent
9.0,79,No,6.0,2,78.0,excellent
8.0,75,Yes,7.0,4,71.0,excellent
2.0,59,No,5.0,6,36.0,excellent
9.0,63,Yes,8.0,1,63.0,review
7.0,86,Yes,8.0,2,78.0,review
9.0,44,Yes,7.0,3,39.0,review
6.0,84,Yes,7.0,4,70.0,review
6.0,45,Yes,7.0,8,34.0,review
4.0,67,No,,8,49.0,excellent
2.0,98,No,5.0,3,71.0,excellent
7.0,44,Yes,,8,34.0,excellent
5.0,88,No,7.0,3,77.0,review
6.0,78,Yes,5.0,1,67.0,review
2.0,77,No,7.0,9,52.0,excellent
5.0,41,No,5.0,0,25.0,review
4.0,82,Yes,8.0,6,68.0,review
,78,No,4.0,3,76.0,review
,93,Yes,,7,85.0,review
2.0,60,No,7.0,7,40.0,review
1.0,79,Yes,7.0,7,56.0,review
5.0,76,Yes,6.0,5,62.0,review
9.0,98,Yes,9.0,8,99.0,excellent
6.0,57,Yes,8.0,3,46.0,review
7.0,93,Yes,7.0,4,86.0,review
5.0,87,Yes,4.0,3,73.0,excellent
,85,No,8.0,4,74.0,excellent
5.0,51,Yes,7.0,1,37.0,review
9.0,56,No,4.0,4,50.0,excellent
6.0,76,Yes,6.0,9,65.0,review
8.0,85,No,6.0,7,79.0,review
2.0,77,Yes,4.0,8,53.0,excellent
9.0,54,Yes,8.0,6,55.0,excellent
5.0,46,No,4.0,6,31.0,review
7.0,53,Yes,9.0,5,47.0,excellent
1.0,89,Yes,4.0,1,63.0,excellent
5.0,40,Yes,6.0,9,27.0,review
2.0,77,Yes,,9,53.0,review
6.0,42,No,6.0,8,33.0,review
1.0,76,Yes,9.0,4,56.0,excellent
3.0,83,No,7.0,5,65.0,review
5.0,70,Yes,9.0,0,55.0,excellent
4.0,82,Yes,7.0,4,67.0,review
3.0,52,Yes,9.0,5,32.0,review
5.0,87,Yes,5.0,9,73.0,excellent
,57,No,7.0,1,45.0,excellent
4.0,56,Yes,8.0,6,43.0,review
1.0,56,Yes,8.0,3,32.0,review
7.0,50,Yes,6.0,4,42.0,excellent
8.0,59,No,9.0,2,55.0,review
3.0,49,No,4.0,4,28.0,review
6.0,68,No,6.0,3,58.0,excellent
2.0,87,No,4.0,9,67.0,excellent
7.0,73,Yes,9.0,5,66.0,review
8.0,56,Yes,6.0,1,46.0,excellent
6.0,93,No,6.0,2,79.0,excellent
6.0,91,Yes,8.0,9,83.0,review
5.0,81,Yes,,0,63.0,excellent
8.0,52,No,5.0,6,45.0,review
1.0,83,Yes,5.0,8,63.0,review
4.0,86,No,6.0,1,70.0,review
,78,No,9.0,6,58.0,review
3.0,66,No,6.0,2,50.0,excellent
3.0,93,No,8.0,4,77.0,review
4.0,92,No,4.0,5,75.0,excellent
1.0,65,No,6.0,7,40.0,review
2.0,67,Yes,9.0,3,43.0,review
9.0,52,Yes,5.0,1,47.0,excellent
2.0,51,Yes,4.0,2,22.0,excellent
5.0,83,No,,7,71.0,excellent
9.0,67,No,4.0,6,63.0,excellent
,41,No,8.0,5,37.0,review
8.0,76,Yes,5.0,4,72.0,excellent
1.0,96,Yes,9.0,4,73.0,review
1.0,96,No,4.0,0,72.0,excellent
9.0,73,No,5.0,5,68.0,excellent
8.0,62,No,6.0,8,59.0,review
,97,No,9.0,7,97.0,review
7.0,91,No,9.0,9,83.0,excellent
3.0,84,Yes,7.0,0,65.0,excellent
,68,No,4.0,5,47.0,review
2.0,74,No,5.0,2,51.0,excellent
5.0,50,No,4.0,5,32.0,excellent
3.0,87,No,6.0,8,63.0,review
6.0,72,Yes,6.0,5,60.0,review
2.0,90,No,9.0,7,70.0,excellent
3.0,50,No,9.0,5,32.0,review
5.0,48,No,5.0,5,32.0,review
1.0,53,Yes,8.0,6,29.0,excellent
1.0,48,No,,9,21.0,excellent
9.0,78,Yes,4.0,3,74.0,excellent
7.0,87,No,6.0,7,81.0,review
1.0,42,No,4.0,3,11.0,excellent
8.0,68,No,5.0,6,65.0,excellent
3.0,58,No,7.0,0,37.0,review
8.0,75,No,,8,75.0,excellent
5.0,71,No,6.0,9,61.0,excellent
1.0,46,No,9.0,8,17.0,excellent
7.0,94,No,9.0,6,87.0,excellent
5.0,67,No,9.0,7,52.0,review
6.0,83,Yes,7.0,1,71.0,excellent
6.0,57,Yes,4.0,9,46.0,excellent
8.0,99,Yes,8.0,9,99.0,excellent
9.0,44,Yes,9.0,6,40.0,excellent
,62,No,5.0,0,42.0,review
9.0,94,No,9.0,2,91.0,review
9.0,61,Yes,9.0,5,57.0,review
7.0,65,Yes,4.0,4,58.0,excellent
1.0,81,Yes,5.0,4,55.0,review
7.0,51,Yes,4.0,8,46.0,excellent
5.0,79,No,9.0,5,64.0,review
6.0,58,Yes,4.0,2,45.0,review
7.0,86,No,4.0,1,78.0,review
,40,No,6.0,8,24.0,excellent
7.0,42,No,7.0,9,36.0,excellent
9.0,66,Yes,8.0,3,65.0,excellent
3.0,57,Yes,7.0,4,35.0,excellent
8.0,89,No,7.0,8,87.0,review
2.0,69,Yes,5.0,4,45.0,review
7.0,41,Yes,6.0,6,35.0,excellent
2.0,44,No,6.0,1,18.0,excellent
4.0,68,No,4.0,1,46.0,review
7.0,72,Yes,7.0,3,63.0,excellent
3.0,81,No,8.0,7,62.0,review
2.0,59,Yes,,1,35.0,review
7.0,69,Yes,6.0,9,63.0,review
1.0,81,No,4.0,6,58.0,excellent
8.0,44,No,8.0,0,37.0,review
3.0,89,Yes,7.0,8,74.0,review
2.0,60,No,8.0,9,40.0,review
3.0,97,Yes,6.0,5,78.0,review
5.0,54,No,5.0,0,38.0,excellent
,59,Yes,7.0,9,55.0,review
7.0,47,No,5.0,5,39.0,review
7.0,88,Yes,9.0,4,84.0,excellent
,70,Yes,8.0,4,60.0,review
8.0,51,No,8.0,4,47.0,review
1.0,60,Yes,4.0,3,34.0,review
4.0,69,Yes,7.0,6,54.0,excellent
,66,Yes,8.0,8,56.0,excellent
9.0,83,Yes,6.0,3,82.0,review
2.0,65,Yes,9.0,1,45.0,excellent
1.0,72,No,6.0,1,45.0,excellent
2.0,65,Yes,5.0,1,43.0,excellent
7.0,65,Yes,9.0,6,57.0,review
3.0,75,Yes,9.0,3,56.0,review
,79,No,6.0,3,56.0,excellent
,40,No,8.0,0,30.0,excellent
2.0,98,Yes,6.0,3,75.0,excellent
3.0,54,Yes,7.0,5,33.0,review
7.0,89,No,5.0,1,80.0,review
4.0,40,No,9.0,3,27.0,excellent
1.0,50,Yes,7.0,6,26.0,excellent
5.0,94,No,,8,81.0,review
9.0,41,Yes,8.0,1,41.0,review
8.0,40,Yes,6.0,7,34.0,review
9.0,70,Yes,4.0,5,68.0,excellent
9.0,83,No,9.0,7,83.0,excellent
7.0,55,Yes,,1,44.0,excellent
4.0,93,Yes,4.0,0,75.0,excellent
5.0,61,No,8.0,6,52.0,review
,81,Yes,8.0,8,56.0,excellent
1.0,57,Yes,9.0,8,37.0,excellent
3.0,86,Yes,5.0,1,67.0,excellent
8.0,56,No,9.0,3,50.0,excellent
2.0,69,No,8.0,0,46.0,review
4.0,49,Yes,8.0,6,31.0,excellent
2.0,74,No,5.0,1,51.0,excellent
5.0,97,Yes,7.0,3,82.0,excellent
9.0,60,Yes,7.0,1,58.0,review
1.0,55,No,5.0,0,31.0,excellent
5.0,45,No,5.0,6,29.0,review
9.0,42,Yes,7.0,5,40.0,review
1.0,80,No,7.0,1,51.0,review
9.0,82,No,7.0,3,79.0,excellent
8.0,60,No,7.0,2,52.0,review
4.0,52,Yes,9.0,2,36.0,review
5.0,57,Yes,9.0,2,43.0,excellent
,97,No,6.0,3,81.0,excellent
6.0,93,Yes,5.0,0,81.0,excellent
7.0,99,Yes,4.0,0,84.0,review
8.0,63,No,6.0,6,55.0,excellent
8.0,66,Yes,4.0,4,64.0,review
2.0,93,No,4.0,2,68.0,review
9.0,43,Yes,8.0,8,41.0,review
7.0,61,Yes,5.0,4,53.0,excellent
4.0,63,No,9.0,9,50.0,review
4.0,79,Yes,6.0,2,65.0,review
8.0,84,No,5.0,8,78.0,review
4.0,49,Yes,7.0,0,31.0,review
6.0,41,Yes,5.0,8,30.0,excellent
5.0,79,Yes,4.0,4,64.0,excellent
,45,No,9.0,5,26.0,review
2.0,87,Yes,7.0,1,66.0,review
9.0,57,Yes,5.0,7,55.0,review
9.0,56,No,5.0,2,52.0,excellent
1.0,77,No,9.0,0,57.0,review
3.0,84,Yes,4.0,6,68.0,review
8.0,62,No,7.0,2,57.0,excellent
6.0,85,No,4.0,3,75.0,review
5.0,69,No,9.0,4,54.0,review
5.0,97,No,,0,82.0,review
6.0,60,Yes,6.0,8,51.0,review
,49,No,6.0,6,43.0,excellent
1.0,95,Yes,8.0,1,68.0,excellent
9.0,82,Yes,6.0,0,77.0,review
3.0,52,Yes,9.0,1,33.0,review
4.0,51,No,9.0,2,37.0,excellent
1.0,48,No,9.0,2,23.0,excellent
,43,Yes,7.0,7,26.0,review
,78,Yes,8.0,4,56.0,excellent
2.0,63,No,7.0,8,42.0,review
1.0,93,No,6.0,2,65.0,excellent
8.0,73,Yes,6.0,5,66.0,excellent
3.0,78,No,5.0,3,57.0,excellent
3.0,80,No,7.0,7,59.0,review
6.0,44,Yes,4.0,0,28.0,review
8.0,54,No,5.0,3,46.0,excellent
,89,No,7.0,6,84.0,excellent
9.0,43,Yes,9.0,8,42.0,excellent
4.0,90,No,8.0,0,73.0,review
5.0,91,Yes,7.0,7,77.0,excellent
2.0,97,No,8.0,1,74.0,excellent
9.0,78,Yes,8.0,3,75.0,review
8.0,97,No,6.0,3,94.0,review
3.0,47,Yes,4.0,7,27.0,review
9.0,88,No,7.0,1,89.0,excellent
3.0,84,No,4.0,6,62.0,excellent
,63,No,,2,59.0,excellent
2.0,92,Yes,6.0,8,73.0,review
9.0,67,No,4.0,4,57.0,excellent
,94,Yes,5.0,7,90.0,excellent
9.0,82,No,8.0,4,80.0,review
,66,No,5.0,0,50.0,review
,40,No,9.0,8,18.0,review
8.0,73,No,4.0,9,68.0,excellent
6.0,56,No,4.0,6,39.0,review
8.0,76,No,4.0,3,67.0,review
